4.605170186	4.105504653	16.29351117	3.143002192	4.113199151	5.889053821	2.228346343	0.1387
4.620963487	4.120815299	16.30544447	3.219808723	4.124101985	5.996610017	2.284858908	0.1806
4.627815024	4.137466847	16.31139387	2.956124819	4.170286831	5.810903345	2.245580785	0.1589
4.621878459	4.163611065	16.31805919	3.259505801	4.170031486	5.906240428	2.262783411	0.1879
4.622223838	4.174793245	16.32223841	3.2429829	4.119913626	5.982757395	2.250586287	0.1632
4.61715143	4.184479393	16.32557405	3.17819271	4.131966021	5.835089172	2.205060463	0.1025
4.616734323	4.197050829	16.32632148	3.273995124	4.078120193	5.87281023	2.252322846	0.1036
4.612550582	4.206704065	16.32989927	3.321071337	3.92096653	5.884983332	2.215882759	0.0804
4.606781142	4.220351977	16.33691931	3.062144039	3.958689925	5.626421353	2.199000777	0.0711
4.61374602	4.232688307	16.34572296	3.079767002	4.056634636	5.585139695	2.298255735	0.0813
4.621342177	4.24534673	16.35278679	3.559529782	4.112714792	5.924297575	2.325314805	0.0805
4.624767907	4.262143307	16.35736935	3.41914644	4.121929193	5.854933268	2.34557753	0.0825
4.626528804	4.275244163	16.36136499	3.404192891	4.207400004	5.736307852	2.378517828	0.0892
4.629729293	4.274543752	16.36718629	3.069447311	4.122551068	5.480773323	2.345357185	0.0436
4.62902562	4.284922766	16.37975374	2.961140829	4.155091779	5.424250521	2.399103633	0.043
4.639636325	4.301138243	16.3921965	2.857427602	4.213660228	5.33627625	2.419229703	0.0612
4.652497307	4.316680964	16.40165022	2.809201872	4.301735963	5.252622407	2.413661243	0.0613
4.66957421	4.317278915	16.40982791	2.788503081	4.370582988	5.322312872	2.444588001	0.0653
4.667425543	4.334284965	16.41834622	2.735665368	4.421592604	5.274360811	2.432595293	0.0762
4.67984386	4.35174436	16.42540444	2.615203651	4.443903734	5.189456107	2.411394654	0.0875
4.682423143	4.359603225	16.43447541	2.546315278	4.510150761	5.151299656	2.413974399	0.0951
4.683740189	4.35968256	16.44440604	2.59773918	4.571675481	5.246365961	2.377247197	0.0976
4.693418086	4.368781868	16.45487337	2.502255288	4.674356912	5.086438258	2.378684652	0.0926
4.709019351	4.38452845	16.46464234	2.548142239	4.655814254	4.975376123	2.36409403	0.0827
4.726721753	4.393158271	16.47689348	2.49044683	4.725140489	4.902762665	2.388166281	0.0727
4.737446416	4.391024874	16.48555292	2.667691062	4.832987398	5.009894279	2.422348389	0.0703
4.739156968	4.408897838	16.49268284	2.611539301	4.843093857	4.886882091	2.397304189	0.0705
4.741402974	4.424261297	16.50534689	2.400618833	4.771656388	4.860812155	2.380619632	0.0702
4.748752914	4.43436584	16.51642188	2.521988325	4.770430781	4.80942682	2.400818269	0.0704
4.758176866	4.430078333	16.52646442	2.619340413	4.872754185	4.620605994	2.379046009	0.073
4.761817172	4.446117143	16.53421301	3.068052935	4.922923999	4.873378149	2.39164853	0.0728
4.76622262	4.461162381	16.54461568	3.096331472	5.038011657	5.004166328	2.39020212	0.0757
4.765240221	4.475976764	16.54973126	3.262956504	5.146809506	5.24772558	2.365390864	0.0752
4.773682854	4.481298507	16.55243616	3.028038108	5.314412915	5.088673552	2.332813574	0.0778
4.77377721	4.499405794	16.54905075	3.222336496	5.285293825	5.362611717	2.396202933	0.0827
4.758883051	4.524401418	16.53335463	4.073177671	4.765804151	6.113646495	2.627020896	0.0834
4.705276284	4.534658071	16.51386546	3.807032792	4.607770975	6.075496764	2.649834758	0.0679
4.695371288	4.537074861	16.5196155	3.498324092	4.751862901	5.74513766	2.578108548	0.0486
4.72205431	4.547188383	16.52897138	3.237763001	4.851994912	5.505013904	2.60215621	0.0466
4.740177565	4.559513103	16.54041557	3.139399623	4.933208318	5.358030757	2.570005783	0.0468
4.752665374	4.5831663	16.55063737	3.011441567	4.981891936	5.236616346	2.512083978	0.0461
4.762373531	4.573340735	16.56312585	3.274247458	5.00678956	5.265728582	2.552884562	0.0463
4.769716711	4.583511659	16.5730621	3.189652966	4.995416457	5.259690227	2.533680941	0.046
4.778638805	4.602587775	16.58296206	2.962520139	5.115128053	5.13887951	2.513623674	0.046
4.785604228	4.613108593	16.58808412	2.917230045	5.251300212	5.055629219	2.477244033	0.0452
4.794374535	4.605580102	16.59491608	2.858384082	5.308233163	5.094431632	2.461552724	0.0453
4.810048469	4.614397483	16.60212235	3.409927281	5.261949127	5.296910127	2.624625113	0.0442
4.817362922	4.640064245	16.6083481	3.399179474	5.217621318	5.420903663	2.63530745	0.0451
4.823573861	4.649722813	16.61551713	2.905399685	5.275216147	5.339706942	2.55017147	0.045
4.833669905	4.648018925	16.61869754	2.994978165	5.21638753	5.333638545	2.595881376	0.0447
4.838311686	4.661011622	16.6231332	2.783897062	5.212902509	5.158872834	2.554860171	0.0451
4.846672984	4.675125261	16.62662943	2.818046147	5.205061361	5.08264583	2.562315122	0.0454
4.851277891	4.691366231	16.63380926	2.605386531	5.232961055	5.117011687	2.514562535	0.0408
4.842497195	4.688085686	16.64153986	2.702085986	5.188577404	5.205207888	2.567093212	0.0402
4.853087112	4.694352538	16.6499133	2.659712662	5.218903677	5.313975387	2.578298324	0.0377
4.85849415	4.714096337	16.65731195	2.651461203	5.204248076	5.299136703	2.571413038	0.0364
4.865013535	4.728263541	16.66310315	2.697946419	5.204516765	5.266251325	2.569163542	0.0351
4.878131165	4.724924611	16.66917499	2.54460959	5.218620821	5.136918258	2.562731515	0.0301
4.881835873	4.735663217	16.67745201	2.571464882	5.164645282	5.117057746	2.597714366	0.03
4.892603546	4.754098682	16.68492033	2.767662573	4.980881285	5.300936883	2.690659862	0.0312
4.898240696	4.75915228	16.69212712	2.810134111	4.767149793	5.456441407	2.725542973	0.0306
4.908653293	4.753228057	16.69802042	2.619165734	4.807541497	5.412970509	2.752730343	0.0321
4.92038206	4.760540122	16.70432817	2.964550561	4.677490602	5.552656729	2.827627182	0.0305
4.919547785	4.775182966	16.70863717	2.83370342	4.577008601	5.664918687	2.847736778	0.0337
4.929502937	4.78482987	16.71441427	3.029875787	4.458608159	5.63654543	2.847058236	0.0379
4.929335804	4.778291214	16.72100634	2.749999641	4.616991605	5.384495063	2.915855385	0.0393
4.941736613	4.789797416	16.7275358	2.583066301	4.629299664	5.353436666	2.96411776	0.0489
4.951523898	4.808233471	16.73553188	2.643295501	4.698660529	5.458166067	3.02623238	0.0578
4.957667471	4.836972145	16.7423215	2.457788145	4.759606539	5.366542266	2.933617479	0.0659
4.960108866	4.839514771	16.75114052	2.442701317	4.717605615	5.277911983	2.893843502	0.0711
